transaction_id,settlement_id,match_status,anomaly_type,rule_applied,amount_delta,delay_days,confidence_level,explanation,transaction_timestamp,payment_method_x,amount_x,settlement_timestamp,settled_amount_x,transaction_ref_x,settled_amount_y,transaction_ref_y,payment_method_y,amount_y
TXN-138eb261-617b-4851-a092-3f8f6ac3c1c8,SET-4a48bb89-32b0-4963-8641-69d357df1166,DUPLICATE,DUPLICATE_SETTLEMENT,EXACT_MATCH,0.0,1.0,HIGH,Settlement replayed: SET-4a48bb89-32b0-4963-8641-69d357df1166 matches TXN-138eb261-617b-4851-a092-3f8f6ac3c1c8 with amount . Original settlement exists.,2026-04-22 23:37:54+00:00,UPI,43.09,2026-04-23 03:00:00+00:00,43.09,TXN-138eb261-617b-4851-a092-3f8f6ac3c1c8,43.09,TXN-138eb261-617b-4851-a092-3f8f6ac3c1c8,UPI,43.09
TXN-f8d50c83-a8f0-4263-afac-d6f101d1a256,SET-72ff5d36-47a6-4717-b85c-ffe16c761a87,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-23 03:00:16+00:00,UPI,63.76,2026-04-24 00:00:00+00:00,63.76,TXN-f8d50c83-a8f0-4263-afac-d6f101d1a256,63.76,TXN-f8d50c83-a8f0-4263-afac-d6f101d1a256,UPI,63.76
TXN-d1438fe1-53b1-4b6a-9a58-89ad5153378d,SET-892fe5be-5873-4f10-aee4-c01885876fe6,MATCHED,RECONCILED,EXACT_MATCH,0.0,2.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-22 11:15:34+00:00,credit_card,45.99,2026-04-24 00:00:00+00:00,45.99,TXN-d1438fe1-53b1-4b6a-9a58-89ad5153378d,45.99,TXN-d1438fe1-53b1-4b6a-9a58-89ad5153378d,credit_card,45.99
TXN-01521028-2233-40b2-96f8-ab66ec4525ed,SET-a15415c8-aa42-49f1-9445-761b9f740b55,MATCHED,RECONCILED,EXACT_MATCH,0.0,2.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-22 18:26:07+00:00,credit_card,171.68,2026-04-24 00:00:00+00:00,171.68,TXN-01521028-2233-40b2-96f8-ab66ec4525ed,171.68,TXN-01521028-2233-40b2-96f8-ab66ec4525ed,credit_card,171.68
TXN-4a673b0b-b041-43c9-8390-d197e221d881,SET-6601bd2d-f476-449f-8d82-f6608a334014,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-23 07:21:31+00:00,UPI,200.74,2026-04-24 00:00:00+00:00,200.74,TXN-4a673b0b-b041-43c9-8390-d197e221d881,200.74,TXN-4a673b0b-b041-43c9-8390-d197e221d881,UPI,200.74
TXN-2fb21f9b-ec62-49fe-9713-cf6c264afe8f,SET-aab47c23-933d-4b94-bfc3-6e4281d8362d,MATCHED,RECONCILED,EXACT_MATCH,0.0,3.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-21 20:55:55+00:00,net_banking,168.92,2026-04-24 00:00:00+00:00,168.92,TXN-2fb21f9b-ec62-49fe-9713-cf6c264afe8f,168.92,TXN-2fb21f9b-ec62-49fe-9713-cf6c264afe8f,net_banking,168.92
TXN-d8460de6-15f3-4109-9525-5233b19d9c29,SET-3e18b5bb-2481-4553-9fc3-238684230cff,DUPLICATE,DUPLICATE_SETTLEMENT,EXACT_MATCH,0.0,1.0,HIGH,Settlement replayed: SET-3e18b5bb-2481-4553-9fc3-238684230cff matches TXN-d8460de6-15f3-4109-9525-5233b19d9c29 with amount . Original settlement exists.,2026-04-23 09:42:34+00:00,UPI,264.38,2026-04-24 00:00:00+00:00,264.38,TXN-d8460de6-15f3-4109-9525-5233b19d9c29,264.38,TXN-d8460de6-15f3-4109-9525-5233b19d9c29,UPI,264.38
TXN-a353617b-115c-4297-8a1c-2dfa5ab5d902,SET-dc6e7459-69b5-4d17-80bd-4e66937a7e62,DUPLICATE,DUPLICATE_SETTLEMENT,EXACT_MATCH,0.0,2.0,HIGH,Settlement replayed: SET-dc6e7459-69b5-4d17-80bd-4e66937a7e62 matches TXN-a353617b-115c-4297-8a1c-2dfa5ab5d902 with amount . Original settlement exists.,2026-04-22 20:18:00+00:00,net_banking,415.44,2026-04-24 00:00:00+00:00,415.44,TXN-a353617b-115c-4297-8a1c-2dfa5ab5d902,415.44,TXN-a353617b-115c-4297-8a1c-2dfa5ab5d902,net_banking,415.44
TXN-ed99d7e2-222d-411d-bb8e-6ea7ae045873,SET-bc2695d9-c66b-41ef-a56c-fccc89893cd2,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-23 18:41:38+00:00,credit_card,84.78,2026-04-24 00:00:00+00:00,84.78,TXN-ed99d7e2-222d-411d-bb8e-6ea7ae045873,84.78,TXN-ed99d7e2-222d-411d-bb8e-6ea7ae045873,credit_card,84.78
TXN-0d2b5bf9-b3ed-4d4d-88d5-a14758e8e640,SET-5a9cc6cd-ad39-42b4-8993-5123a4d4e638,MATCHED,RECONCILED,EXACT_MATCH,0.0,3.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-21 18:58:27+00:00,net_banking,131.13,2026-04-24 00:00:00+00:00,131.13,TXN-0d2b5bf9-b3ed-4d4d-88d5-a14758e8e640,131.13,TXN-0d2b5bf9-b3ed-4d4d-88d5-a14758e8e640,net_banking,131.13
TXN-0b8dbcbd-5222-4d99-86cf-87bf0a7ce586,SET-16086e8f-915b-4ef1-980a-437c6be26c16,MATCHED,RECONCILED,EXACT_MATCH,0.0,0.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-24 22:22:30+00:00,UPI,1.13,2026-04-24 00:00:00+00:00,1.13,TXN-0b8dbcbd-5222-4d99-86cf-87bf0a7ce586,1.13,TXN-0b8dbcbd-5222-4d99-86cf-87bf0a7ce586,UPI,1.13
TXN-e8105fda-1a0f-45d4-84a0-af4722e8f036,SET-dfcdf793-f6ec-4d69-971c-3be9ac255a21,MATCHED,RECONCILED,EXACT_MATCH,0.0,0.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-24 22:42:47+00:00,UPI,1088.3,2026-04-24 00:00:00+00:00,1088.3,TXN-e8105fda-1a0f-45d4-84a0-af4722e8f036,1088.3,TXN-e8105fda-1a0f-45d4-84a0-af4722e8f036,UPI,1088.3
TXN-ec617ee8-553e-4e20-8619-8c9c9e61ebc3,SET-3af8fcc6-8f8a-4ff0-aa0c-988dfd8dc327,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-23 19:20:33+00:00,UPI,27.54,2026-04-24 00:00:00+00:00,27.54,TXN-ec617ee8-553e-4e20-8619-8c9c9e61ebc3,27.54,TXN-ec617ee8-553e-4e20-8619-8c9c9e61ebc3,UPI,27.54
TXN-f2f100b4-3ba3-4042-98a2-81eab3c728c8,SET-1615c0df-4049-4382-af2c-baf09e7036bb,MATCHED,RECONCILED,EXACT_MATCH,0.0,0.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-24 00:18:07+00:00,wallet,292.74,2026-04-24 00:00:00+00:00,292.74,TXN-f2f100b4-3ba3-4042-98a2-81eab3c728c8,292.74,TXN-f2f100b4-3ba3-4042-98a2-81eab3c728c8,wallet,292.74
TXN-9e2c9b42-0e38-4542-9c0d-37bd8d57c9f5,SET-c905a9ec-cca5-4966-8391-66358a81e67d,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-23 21:26:33+00:00,credit_card,124.12,2026-04-24 00:00:00+00:00,124.12,TXN-9e2c9b42-0e38-4542-9c0d-37bd8d57c9f5,124.12,TXN-9e2c9b42-0e38-4542-9c0d-37bd8d57c9f5,credit_card,124.12
TXN-da6519f1-4803-4960-be39-81494195d9db,SET-1a2a9e34-bd54-43bb-91d5-33ed38327e58,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-23 13:47:41+00:00,UPI,136.13,2026-04-24 00:00:00+00:00,136.13,TXN-da6519f1-4803-4960-be39-81494195d9db,136.13,TXN-da6519f1-4803-4960-be39-81494195d9db,UPI,136.13
TXN-3aeb2271-16a9-4a29-af73-d4e8c2a378d1,SET-7bda5009-381c-4772-8941-18ebecd58786,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-23 21:23:32+00:00,UPI,108.69,2026-04-24 00:00:00+00:00,108.69,TXN-3aeb2271-16a9-4a29-af73-d4e8c2a378d1,108.69,TXN-3aeb2271-16a9-4a29-af73-d4e8c2a378d1,UPI,108.69
TXN-1ecccde0-4055-4442-8f94-5a0f467dcdb8,SET-9a84b61d-e53b-4d91-a5c0-254325fbced7,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-23 20:02:52+00:00,UPI,91.26,2026-04-24 00:00:00+00:00,91.26,TXN-1ecccde0-4055-4442-8f94-5a0f467dcdb8,91.26,TXN-1ecccde0-4055-4442-8f94-5a0f467dcdb8,UPI,91.26
TXN-bd11d2d5-470d-4c4b-887d-e43726778e48,SET-8f1e7dc1-8b6c-4b85-a413-b7b2096aa832,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-23 19:59:02+00:00,credit_card,93.55,2026-04-24 00:00:00+00:00,93.55,TXN-bd11d2d5-470d-4c4b-887d-e43726778e48,93.55,TXN-bd11d2d5-470d-4c4b-887d-e43726778e48,credit_card,93.55
TXN-f2f02e3c-dcc5-451f-9f1b-919ae99d7d0e,SET-5696d8e3-04e9-47df-827c-5c8677fb24b5,MATCHED,RECONCILED,EXACT_MATCH,0.0,0.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-24 19:24:21+00:00,wallet,15.3,2026-04-24 00:00:00+00:00,15.3,TXN-f2f02e3c-dcc5-451f-9f1b-919ae99d7d0e,15.3,TXN-f2f02e3c-dcc5-451f-9f1b-919ae99d7d0e,wallet,15.3
TXN-0e6c6a64-378e-4cb9-8887-6c02ce39a4e3,SET-210869f0-7c55-450c-aecb-ac1a7179e0c8,MATCHED,RECONCILED,EXACT_MATCH,0.0,0.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-24 22:08:39+00:00,UPI,22.31,2026-04-24 00:00:00+00:00,22.31,TXN-0e6c6a64-378e-4cb9-8887-6c02ce39a4e3,22.31,TXN-0e6c6a64-378e-4cb9-8887-6c02ce39a4e3,UPI,22.31
TXN-38cb25bc-d0c1-43a0-9c8c-2dcbab94a2d8,SET-66284a1b-63a0-4726-a497-91c59240433e,MATCHED,RECONCILED,EXACT_MATCH,0.0,0.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-24 15:39:49+00:00,wallet,61.59,2026-04-24 00:00:00+00:00,61.59,TXN-38cb25bc-d0c1-43a0-9c8c-2dcbab94a2d8,61.59,TXN-38cb25bc-d0c1-43a0-9c8c-2dcbab94a2d8,wallet,61.59
TXN-f9697f25-8511-46f1-aab5-9cc12ca445d5,SET-15740e09-97f6-4913-b18a-c47746d67639,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-23 15:48:51+00:00,UPI,95.87,2026-04-24 00:00:00+00:00,95.87,TXN-f9697f25-8511-46f1-aab5-9cc12ca445d5,95.87,TXN-f9697f25-8511-46f1-aab5-9cc12ca445d5,UPI,95.87
TXN-1fd2710b-806c-476f-a12c-04e801fb188d,SET-7f3970aa-c6d9-445f-bbbb-966125acc7c3,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-23 18:25:31+00:00,credit_card,385.69,2026-04-24 00:00:00+00:00,385.69,TXN-1fd2710b-806c-476f-a12c-04e801fb188d,385.69,TXN-1fd2710b-806c-476f-a12c-04e801fb188d,credit_card,385.69
TXN-8c8ece61-9b56-47d8-9779-76063caeb1ed,SET-37937c15-3ea9-47fb-85f9-486df8ced08b,MATCHED,RECONCILED,EXACT_MATCH,0.0,0.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-24 15:16:52+00:00,wallet,80.39,2026-04-24 00:00:00+00:00,80.39,TXN-8c8ece61-9b56-47d8-9779-76063caeb1ed,80.39,TXN-8c8ece61-9b56-47d8-9779-76063caeb1ed,wallet,80.39
TXN-e44a4665-f700-4be9-81b8-8996664b0213,SET-fee7154b-564b-4a28-8db9-92cd6628900e,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-23 19:29:34+00:00,UPI,298.8,2026-04-24 00:00:00+00:00,298.8,TXN-e44a4665-f700-4be9-81b8-8996664b0213,298.8,TXN-e44a4665-f700-4be9-81b8-8996664b0213,UPI,298.8
TXN-5ae718bc-756a-40b5-b5bc-d49ad662f620,SET-aee7d341-c5ac-4162-b89f-7cae3afc7c73,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-23 21:11:46+00:00,credit_card,139.75,2026-04-24 00:00:00+00:00,139.75,TXN-5ae718bc-756a-40b5-b5bc-d49ad662f620,139.75,TXN-5ae718bc-756a-40b5-b5bc-d49ad662f620,credit_card,139.75
TXN-d0a116b9-bf2d-4792-902f-97a514444881,SET-c47c7423-8db3-4670-bf6e-953242a2e29d,MATCHED,RECONCILED,EXACT_MATCH,0.0,0.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-25 15:01:35+00:00,wallet,58.32,2026-04-25 00:00:00+00:00,58.32,TXN-d0a116b9-bf2d-4792-902f-97a514444881,58.32,TXN-d0a116b9-bf2d-4792-902f-97a514444881,wallet,58.32
TXN-48a4185d-8789-4ec4-8614-defe8f77cba1,SET-aa8aa6ca-d62a-4c17-a3cd-910690ed0f85,MATCHED,RECONCILED,EXACT_MATCH,0.0,0.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-25 20:02:10+00:00,wallet,10.93,2026-04-25 00:00:00+00:00,10.93,TXN-48a4185d-8789-4ec4-8614-defe8f77cba1,10.93,TXN-48a4185d-8789-4ec4-8614-defe8f77cba1,wallet,10.93
TXN-08d9e7bb-c7c4-4d82-8020-af634be223a1,SET-9aac399a-aa94-40f1-82de-369b461c7a62,MATCHED,RECONCILED,EXACT_MATCH,0.0,0.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-25 19:40:26+00:00,wallet,134.97,2026-04-25 00:00:00+00:00,134.97,TXN-08d9e7bb-c7c4-4d82-8020-af634be223a1,134.97,TXN-08d9e7bb-c7c4-4d82-8020-af634be223a1,wallet,134.97
TXN-2dab3a25-9864-4875-ada2-d66944c7360b,SET-9b98ecf1-f794-4bf6-9895-2bdf7e90b989,MATCHED,RECONCILED,EXACT_MATCH,0.0,0.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-25 19:07:59+00:00,wallet,93.94,2026-04-25 00:00:00+00:00,93.94,TXN-2dab3a25-9864-4875-ada2-d66944c7360b,93.94,TXN-2dab3a25-9864-4875-ada2-d66944c7360b,wallet,93.94
TXN-d492768f-95c3-41cd-82ee-1bc41e168ced,SET-b39dbd3f-043e-4619-b761-c25dc6e95b8a,MATCHED,RECONCILED,EXACT_MATCH,0.0,0.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-25 09:06:30+00:00,wallet,10.0,2026-04-25 00:00:00+00:00,10.0,TXN-d492768f-95c3-41cd-82ee-1bc41e168ced,10.0,TXN-d492768f-95c3-41cd-82ee-1bc41e168ced,wallet,10.0
TXN-1fbe4d59-0f28-41ff-a204-1a99c3b3e8f3,SET-f66638fd-0481-4713-8b2d-c04c35c7b4f7,MATCHED,RECONCILED,EXACT_MATCH,0.0,0.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-25 18:23:49+00:00,UPI,23.26,2026-04-25 00:00:00+00:00,23.26,TXN-1fbe4d59-0f28-41ff-a204-1a99c3b3e8f3,23.26,TXN-1fbe4d59-0f28-41ff-a204-1a99c3b3e8f3,UPI,23.26
TXN-45dfd999-a012-449b-8857-782eb4cb7a30,SET-c9cc98c9-be96-40fe-ae28-a4e77bb01daf,MATCHED,RECONCILED,EXACT_MATCH,0.0,0.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-25 19:00:45+00:00,wallet,51.9,2026-04-25 00:00:00+00:00,51.9,TXN-45dfd999-a012-449b-8857-782eb4cb7a30,51.9,TXN-45dfd999-a012-449b-8857-782eb4cb7a30,wallet,51.9
TXN-9335da56-84ec-44fe-9dba-c44f78197eda,SET-ca863ec4-6677-4847-8d73-4bf926085184,MATCHED,RECONCILED,EXACT_MATCH,0.0,0.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-25 19:36:40+00:00,UPI,76.66,2026-04-25 00:00:00+00:00,76.66,TXN-9335da56-84ec-44fe-9dba-c44f78197eda,76.66,TXN-9335da56-84ec-44fe-9dba-c44f78197eda,UPI,76.66
TXN-670899fe-dc8e-42af-9ac5-e7298ab699ee,SET-a36fc79c-0983-4a74-b068-3ee2162f7e22,MATCHED,RECONCILED,EXACT_MATCH,0.0,0.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-25 06:04:08+00:00,UPI,109.1,2026-04-25 00:00:00+00:00,109.1,TXN-670899fe-dc8e-42af-9ac5-e7298ab699ee,109.1,TXN-670899fe-dc8e-42af-9ac5-e7298ab699ee,UPI,109.1
TXN-c33808a9-39e0-4db8-af93-ea5234c12eb0,SET-1a7f5bad-e2f6-4e32-b39f-866c7d269777,MATCHED,RECONCILED,EXACT_MATCH,0.0,0.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-26 16:12:08+00:00,wallet,766.78,2026-04-26 00:00:00+00:00,766.78,TXN-c33808a9-39e0-4db8-af93-ea5234c12eb0,766.78,TXN-c33808a9-39e0-4db8-af93-ea5234c12eb0,wallet,766.78
TXN-2db13383-6a68-4665-ba97-885deaf905f8,SET-b027a1e0-58f8-4141-8deb-8a94b6ee7a0e,MATCHED,RECONCILED,EXACT_MATCH,0.0,0.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-26 10:31:47+00:00,wallet,63.0,2026-04-26 00:00:00+00:00,63.0,TXN-2db13383-6a68-4665-ba97-885deaf905f8,63.0,TXN-2db13383-6a68-4665-ba97-885deaf905f8,wallet,63.0
TXN-793b3073-d96b-477d-a206-a827e38b5416,SET-7e4ed14f-2f6a-42b9-b7bb-aa93fa5b375d,MATCHED,RECONCILED,EXACT_MATCH,0.0,0.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-26 18:26:18+00:00,UPI,1846.36,2026-04-26 00:00:00+00:00,1846.36,TXN-793b3073-d96b-477d-a206-a827e38b5416,1846.36,TXN-793b3073-d96b-477d-a206-a827e38b5416,UPI,1846.36
TXN-a2656761-8d4c-4a23-aeda-0ab39df7c725,SET-60674c87-9d7f-4c01-8533-321b8c664155,MATCHED,RECONCILED,EXACT_MATCH,0.0,0.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-26 19:10:11+00:00,wallet,142.87,2026-04-26 00:00:00+00:00,142.87,TXN-a2656761-8d4c-4a23-aeda-0ab39df7c725,142.87,TXN-a2656761-8d4c-4a23-aeda-0ab39df7c725,wallet,142.87
TXN-6c854eee-2fe2-4388-ba46-f25955c72aea,SET-18a334f7-a865-4000-8342-c7144aef1d58,MATCHED,RECONCILED,EXACT_MATCH,0.0,0.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-26 18:45:04+00:00,UPI,44.11,2026-04-26 00:00:00+00:00,44.11,TXN-6c854eee-2fe2-4388-ba46-f25955c72aea,44.11,TXN-6c854eee-2fe2-4388-ba46-f25955c72aea,UPI,44.11
TXN-db17c3e7-9197-4601-aff3-fe5f65db642f,SET-29316777-1986-4c70-b2a0-7afcbe244c1f,MATCHED,RECONCILED,EXACT_MATCH,0.0,0.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-26 09:48:57+00:00,UPI,27.12,2026-04-26 00:00:00+00:00,27.12,TXN-db17c3e7-9197-4601-aff3-fe5f65db642f,27.12,TXN-db17c3e7-9197-4601-aff3-fe5f65db642f,UPI,27.12
TXN-921adc1a-1dff-4fdb-81a0-eedb10ee00a0,SET-86ad252a-504b-42ae-acf3-fbf6a875e142,MATCHED,RECONCILED,EXACT_MATCH,0.0,0.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-26 22:32:36+00:00,UPI,50.53,2026-04-26 00:00:00+00:00,50.53,TXN-921adc1a-1dff-4fdb-81a0-eedb10ee00a0,50.53,TXN-921adc1a-1dff-4fdb-81a0-eedb10ee00a0,UPI,50.53
TXN-62b71abb-0354-427a-b81d-5d610a149d72,SET-56ea0d0c-d81f-46d8-b1ae-f52ee39ddfd4,MATCHED,RECONCILED,EXACT_MATCH,0.0,3.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-24 09:17:50+00:00,UPI,622.25,2026-04-27 00:00:00+00:00,622.25,TXN-62b71abb-0354-427a-b81d-5d610a149d72,622.25,TXN-62b71abb-0354-427a-b81d-5d610a149d72,UPI,622.25
TXN-a3066631-1335-4f22-a642-ad1005f71187,SET-5a5455c0-e4e2-4679-8723-459bcd17d944,MATCHED,RECONCILED,EXACT_MATCH,0.0,4.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-23 22:32:13+00:00,net_banking,263.54,2026-04-27 00:00:00+00:00,263.54,TXN-a3066631-1335-4f22-a642-ad1005f71187,263.54,TXN-a3066631-1335-4f22-a642-ad1005f71187,net_banking,263.54
TXN-8dff2943-9c3f-44d0-b209-6d10fadde563,SET-10826b97-e989-4736-9bd4-9bb6eb57f75a,MATCHED,RECONCILED,EXACT_MATCH,0.0,3.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-24 08:29:18+00:00,UPI,63.95,2026-04-27 00:00:00+00:00,63.95,TXN-8dff2943-9c3f-44d0-b209-6d10fadde563,63.95,TXN-8dff2943-9c3f-44d0-b209-6d10fadde563,UPI,63.95
TXN-9507ae18-6cb4-4d73-be71-f3e241a5c0f2,SET-a9828153-5e3d-48bc-9a42-4b67668be477,MATCHED,RECONCILED,EXACT_MATCH,0.0,3.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-24 07:29:47+00:00,UPI,63.99,2026-04-27 00:00:00+00:00,63.99,TXN-9507ae18-6cb4-4d73-be71-f3e241a5c0f2,63.99,TXN-9507ae18-6cb4-4d73-be71-f3e241a5c0f2,UPI,63.99
TXN-fda6a07a-ea0a-46f2-8a1f-96695eabdccc,SET-ae352df6-ac16-4cfe-bcd5-72b03590d007,MATCHED,RECONCILED,EXACT_MATCH,0.0,0.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-27 09:40:55+00:00,wallet,138.98,2026-04-27 00:00:00+00:00,138.98,TXN-fda6a07a-ea0a-46f2-8a1f-96695eabdccc,138.98,TXN-fda6a07a-ea0a-46f2-8a1f-96695eabdccc,wallet,138.98
TXN-5816f9aa-d50e-4a59-8cc6-5b79f5bf3699,SET-634e7edc-7dd6-4faa-948f-d4b53956fcac,MATCHED,RECONCILED,EXACT_MATCH,0.0,4.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-23 04:07:41+00:00,net_banking,113.99,2026-04-27 00:00:00+00:00,113.99,TXN-5816f9aa-d50e-4a59-8cc6-5b79f5bf3699,113.99,TXN-5816f9aa-d50e-4a59-8cc6-5b79f5bf3699,net_banking,113.99
TXN-338220bf-9afe-4d33-929f-53ecb85a560e,SET-918e07c4-7200-4b57-adb2-767ecf46fc56,MATCHED,RECONCILED,EXACT_MATCH,0.0,2.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-25 07:35:17+00:00,UPI,182.63,2026-04-27 00:00:00+00:00,182.63,TXN-338220bf-9afe-4d33-929f-53ecb85a560e,182.63,TXN-338220bf-9afe-4d33-929f-53ecb85a560e,UPI,182.63
TXN-53c202af-1e61-4a2d-a4e8-0aabe912cc3b,SET-8916a42f-506d-48f6-b265-5ac43761954a,DUPLICATE,DUPLICATE_SETTLEMENT,EXACT_MATCH,0.0,2.0,HIGH,Settlement replayed: SET-8916a42f-506d-48f6-b265-5ac43761954a matches TXN-53c202af-1e61-4a2d-a4e8-0aabe912cc3b with amount . Original settlement exists.,2026-04-25 19:03:07+00:00,UPI,55.14,2026-04-27 00:00:00+00:00,55.14,TXN-53c202af-1e61-4a2d-a4e8-0aabe912cc3b,55.14,TXN-53c202af-1e61-4a2d-a4e8-0aabe912cc3b,UPI,55.14
TXN-5f40ac98-10de-4ffb-ab8c-17583fade34b,SET-9331e403-329d-47c2-abda-182d3891b6e0,MATCHED,RECONCILED,EXACT_MATCH,0.0,2.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-25 08:14:54+00:00,UPI,47.69,2026-04-27 00:00:00+00:00,47.69,TXN-5f40ac98-10de-4ffb-ab8c-17583fade34b,47.69,TXN-5f40ac98-10de-4ffb-ab8c-17583fade34b,UPI,47.69
TXN-9ed48e51-fb00-457f-9d96-594907a39b4c,SET-101081d5-77aa-4cb4-9d4e-86ad5597d157,MATCHED,RECONCILED,EXACT_MATCH,0.0,2.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-25 18:56:45+00:00,wallet,20.85,2026-04-27 00:00:00+00:00,20.85,TXN-9ed48e51-fb00-457f-9d96-594907a39b4c,20.85,TXN-9ed48e51-fb00-457f-9d96-594907a39b4c,wallet,20.85
TXN-89d8db2c-caa3-4c64-9e14-42e3a14ea385,SET-c0a72df3-0650-4b9d-9268-c1ddb1b7a8e0,MATCHED,RECONCILED,EXACT_MATCH,0.0,2.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-25 18:44:06+00:00,UPI,144.95,2026-04-27 00:00:00+00:00,144.95,TXN-89d8db2c-caa3-4c64-9e14-42e3a14ea385,144.95,TXN-89d8db2c-caa3-4c64-9e14-42e3a14ea385,UPI,144.95
TXN-6bd4482b-2ae6-46b6-9f41-acf65911cb53,SET-a983affe-9777-4ff2-9ab7-c9872f7be6f0,MATCHED,RECONCILED,EXACT_MATCH,0.0,2.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-25 18:36:32+00:00,credit_card,32.85,2026-04-27 00:00:00+00:00,32.85,TXN-6bd4482b-2ae6-46b6-9f41-acf65911cb53,32.85,TXN-6bd4482b-2ae6-46b6-9f41-acf65911cb53,credit_card,32.85
TXN-16546c2b-f1f6-4562-aa90-4fbfdb1fb99e,SET-1423c04a-b9b8-480a-97ee-87ffe9ae7115,MATCHED,RECONCILED,EXACT_MATCH,0.0,4.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-23 22:01:41+00:00,net_banking,175.34,2026-04-27 00:00:00+00:00,175.34,TXN-16546c2b-f1f6-4562-aa90-4fbfdb1fb99e,175.34,TXN-16546c2b-f1f6-4562-aa90-4fbfdb1fb99e,net_banking,175.34
TXN-f47a4e3c-6a0b-49f0-a8c0-0ea4706c3512,SET-b25628aa-20b8-4b22-be67-af644e644360,MATCHED,RECONCILED,EXACT_MATCH,0.0,2.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-25 12:43:26+00:00,UPI,50.66,2026-04-27 00:00:00+00:00,50.66,TXN-f47a4e3c-6a0b-49f0-a8c0-0ea4706c3512,50.66,TXN-f47a4e3c-6a0b-49f0-a8c0-0ea4706c3512,UPI,50.66
