settlement_id,transaction_ref,settled_amount,settlement_timestamp,settlement_batch_id,settlement_status,payment_method
SET-3cb574c1-1d6c-4340-8bfd-a28f5ef99efd,TXN-71ede293-ce69-446f-b1cb-8325016722c8,22.47,2026-04-17,BATCH-eea6d94b-145e-4b8f-b178-b1d01d716993,settled,credit_card
SET-aee05336-740d-4915-ae77-00ba5738fe98,TXN-2099dc6b-d674-4a47-a15d-7481647c9ea4,23.73,2026-04-17,BATCH-2026-04-17,settled,net_banking
SET-78b2b84f-0f7f-425e-883b-dd35fdcc3d01,TXN-408c7cf0-d16e-412b-aa1f-57400533ad57,166.25,2026-04-17,BATCH-896e9e0f-4c50-4873-ae52-f2aeb46d131c,settled,UPI
SET-db57b27b-a399-41c7-8664-9e39877551c1,TXN-f65eb854-f3d0-4569-8227-17e7cba852df,111.62,2026-04-17,BATCH-55c31932-edbb-4991-8903-abd6a7d13a2a,settled,credit_card
SET-b3a65dea-4621-4b45-9855-f60060d38471,TXN-55a4ac0b-3845-4b0b-8aa8-fe0b833b128f,80.2,2026-04-17,BATCH-1d6241c3-6372-4575-9b0e-8682837c8d62,settled,credit_card
SET-a31a1f89-b979-45f3-8f13-4b87ae46b115,TXN-d5a0e95a-fcac-4b34-be04-101df6290cc7,221.26,2026-04-17,BATCH-2026-04-17,settled,net_banking
SET-4d84621c-d2bb-4077-8701-faf720484b45,TXN-c19f33d2-8983-4caf-b74d-38882fbfe7cd,105.31,2026-04-17,BATCH-2026-04-17,settled,net_banking
SET-41d1d400-dcb4-45a9-9c63-addcf7cfbb76,TXN-5fc9058d-9252-4c43-b89e-952b6084d19c,37.53,2026-04-17,BATCH-2026-04-17,settled,net_banking
SET-b6fbd1db-61f2-438c-9b18-c0ce729305c1,TXN-05c93a1e-ca93-4686-9ed0-1cefa1acfd91,816.37,2026-04-17,BATCH-9311545f-4607-4d50-894b-5d29d97bb465,settled,credit_card
SET-b8dad8af-e557-4023-9a4b-a7312541954a,TXN-f0e8e48e-43aa-4030-ae73-cb2409b3753f,8.81,2026-04-17,BATCH-91936412-8857-4570-8604-8da7af6e87cf,settled,UPI
SET-b7bfcf41-2047-4120-9e9e-96638440e60a,TXN-73de2de8-f271-4acc-83a4-95abf40021db,436.06,2026-04-17,BATCH-150dc772-b2ac-4c6b-ba8b-0212571d316b,settled,UPI
SET-c9ad6faa-2e9f-4c1e-a1d9-a05130fa05e4,TXN-233d18bd-c8ef-4df6-8e4f-38010e171e01,64.7,2026-04-17,BATCH-adde0766-d784-4ba3-ad8c-0c6d07a8d183,settled,credit_card
SET-08a75c0c-f3e4-41cb-a725-07ee5082cc12,TXN-923a9066-30a8-47fe-89ed-23598be00b9d,25.79,2026-04-17,BATCH-64a58fcf-e0ff-4a08-8fd4-91d59fd3fbf9,settled,credit_card
SET-aaf2e704-f3b1-4902-bc16-4cef07e56954,TXN-210495d5-05a0-406e-8cdc-2d8f0eed6dfb,236.11,2026-04-17,BATCH-6a32cf17-3cfc-4cc9-95e4-a36a1697497d,settled,UPI
SET-2a4f5d88-fb5e-4eee-a7ba-cf56ab1a3fdb,TXN-9c50f619-1e38-4492-a05a-8ee8bea73c7d,75.41,2026-04-17,BATCH-06060f54-35bf-4106-9da0-a81e83605f9c,settled,credit_card
SET-313d68c1-26a3-4b72-8d77-c71f0f1e9440,TXN-1d3d0b44-368b-4fe7-a548-738da4d34915,46.18,2026-04-17,BATCH-f8d9eea2-0658-4484-9639-8f8c89560654,settled,UPI
SET-7e947d65-95ba-4b10-a094-689f16f3b1f6,TXN-33ec47e2-c941-435a-996a-7e635c5616b7,91.26,2026-04-17,BATCH-2026-04-17,settled,net_banking
SET-cd245f36-5404-403f-95bd-03f900939c22,TXN-322582c8-a019-4017-acd3-7799258339ff,15.2,2026-04-18,BATCH-ad31a56f-fd29-41c7-8488-38f090753390,settled,wallet
SET-e1e5b5ab-d05a-4b42-9a80-3e8948d030b6,TXN-d854c774-e279-44b3-8a9e-da5f34498e6b,9.66,2026-04-18,BATCH-5d730c3e-77af-46ea-a8d1-d8f9f123cf84,settled,UPI
SET-72d23502-377c-4e2d-a7f6-c6826a59ab7c,TXN-5f020b30-05b6-4a1b-a092-bd317b654bb9,462.25,2026-04-18,BATCH-0f3d7ff8-f406-4a83-b72b-7ace8e501d2d,settled,UPI
SET-29b55f12-eef7-4d53-8e7e-c271eeb00117,TXN-f8737beb-68a0-4116-add7-f8f1cd73a904,173.9,2026-04-19,BATCH-2f494c91-99e8-4f39-bb4f-327cc2815748,settled,UPI
SET-72c8b77a-2ffe-49d5-993a-58d463d69fc1,TXN-c07434e0-4f0f-4765-91b5-70ddd1355205,180.72,2026-04-19,BATCH-cd479f22-947b-42b1-a7d2-d311e36edf97,settled,UPI
SET-154f39cf-9a41-4b8d-80fe-5d5459c19649,TXN-66ac127e-f92c-4be7-b8b6-26146d503106,133.54,2026-04-19,BATCH-617d2bc7-fd92-4dc4-be4d-f1ce9eef3cda,settled,UPI
SET-e6fa60d2-4e53-4539-ad24-c5a7c6dda11c,TXN-52a537a1-be90-4aed-b2a4-5f9e9d361198,218.61,2026-04-19,BATCH-c6c8cc3d-ddbc-44ac-84ae-00329ece720a,settled,wallet
SET-205a6db5-61be-402a-9839-6411d4694017,TXN-4bb04355-7bb8-4895-82f1-27e58b8212dc,96.78,2026-04-19,BATCH-e0a04004-beff-468f-9bcd-7098f323a40e,settled,wallet
SET-317d399b-8ae3-475c-9ea8-624319579216,TXN-5a845cee-19bf-49a7-aca5-24eb22240866,21.93,2026-04-19,BATCH-2f32d821-add0-4a33-838c-3abeabaf4556,settled,UPI
SET-84547e97-4fd3-47b3-8b9b-1c4bdd842468,TXN-efdb4aae-9422-499c-beb7-e79f79b4282b,504.5,2026-04-19,BATCH-d7a1a568-639b-4761-81fa-0d39e0093fc7,settled,UPI
SET-21085b9e-c7c1-49bf-8f2c-58338cb1fda8,TXN-45d0d091-decf-422f-8c78-aa02c412c7c1,4.98,2026-04-19,BATCH-962e6cff-108f-44b5-9158-828d655cfe1a,settled,wallet
SET-c17d38f9-aaa4-4a19-af9b-0f400c401078,TXN-313732b7-620f-4dc4-a7c3-99a40747471d,263.24,2026-04-20,BATCH-fe9542e8-df64-4169-b788-344058fb8229,settled,credit_card
SET-7d79176a-08d9-400e-87b9-c4a8600ec502,TXN-3de5b273-0593-48d9-8c9d-caa3b731240d,443.52,2026-04-20,BATCH-b2b52caf-fffc-435d-b01d-7aa8e8cbd5a0,settled,UPI
SET-5f8de6e0-c446-4806-bd29-b000c199d473,TXN-6bdf0ee6-26a2-4bac-a67d-6713ae330180,519.78,2026-04-20,BATCH-d0f579fc-d349-4e0e-baa5-bec6ba1c7679,settled,UPI
SET-8ce8d1ac-1387-43bd-a9e2-c9586eff73e7,TXN-9ef9419c-1e57-439e-84ef-04cacf74fa09,93.63,2026-04-20,BATCH-4eac2242-fa5f-4253-b3e0-2dbc639acc13,settled,UPI
SET-e48fc010-a639-4e78-ab31-a3beed63cf08,TXN-c52ee892-dee6-4eaf-a3af-f74045d92886,117.21,2026-04-20,BATCH-d6a9acbd-2953-43e6-86c5-d1f56c09e33d,settled,UPI
SET-a3fad00e-c8dc-4454-b173-375f373e15d7,TXN-64f0ddac-00e7-47e1-b60d-5544f9110797,652.7,2026-04-20,BATCH-c626ce60-894e-4716-b04c-594d3e091133,settled,UPI
SET-ddd59706-69f6-4359-b417-62f175ec2900,TXN-63c0b584-26ce-40da-a788-ca92b0432592,295.16,2026-04-20,BATCH-ad13a9ae-6905-4fff-809e-10831d272e30,settled,UPI
SET-1d51b504-6434-463e-8647-db485f6b92ad,TXN-ac3893c8-db25-42bb-92bd-e72573c5f914,147.71,2026-04-20,BATCH-0c8a3d1d-bf10-462c-8b32-a187100bfb5a,settled,UPI
SET-91c1145d-f454-47b7-9f88-cbe070367565,TXN-039a42e8-dde8-4d1d-a3e2-166d80c59b48,287.7,2026-04-20,BATCH-006539c7-f1a1-41c1-ac87-b6a4ea67e36b,settled,UPI
SET-5de4f20b-c6d1-4678-b18d-bc41d0be44b7,TXN-4f5df962-d39b-4c2c-aa70-5c919073a2a8,29.36,2026-04-20,BATCH-00bf4bb5-51a9-46c7-9395-2e62dea61b17,settled,wallet
SET-5fc1af0e-8a08-4f4f-b22a-06681bff691e,TXN-bd855e4c-42e1-4a65-9cd1-8b0a07b2f886,62.1,2026-04-20,BATCH-98b2ed45-14b6-44a7-b930-48691a420d82,settled,wallet
SET-3243fb60-26c8-4664-8de9-4aae2d80a27d,TXN-2ae14a10-a88f-4530-993c-3259107bb3e8,155.73,2026-04-20,BATCH-6e64c4b1-e048-47e3-948c-e6d5fc6bd936,settled,wallet
SET-95284bd7-5dbc-4eea-b4d6-8f18f5dc19d8,TXN-4705b1f9-b05c-4540-88b4-87e22ab5e86f,124.51,2026-04-20,BATCH-6a8c0890-c62f-4f6c-bfea-c7d0565b6c56,settled,wallet
SET-eff44ca3-2ea1-486e-9e37-551fb9532222,TXN-6bbb1d2f-0829-4aab-bfe6-5f6b92992545,75.42,2026-04-20,BATCH-16f0147f-9626-42ab-931b-6981f8404521,settled,UPI
SET-fa3d361a-9ad4-4f93-ac45-ac9f847fc125,TXN-ff6aa67b-4ddc-4747-96d4-6b4ed9df1a05,72.11,2026-04-20,BATCH-0457562b-8910-49a6-8225-3832f89effd1,settled,wallet
SET-a65149fd-bbcd-4e1b-b24e-06deae7e754e,TXN-ba4d1aef-a233-4c17-abc8-73b504dc105a,9.64,2026-04-20,BATCH-4f57d92c-0e91-4947-8d08-defadf6b81f0,settled,wallet
SET-54f31440-93cc-4d60-b538-37d76660e98c,TXN-813bf11b-6920-477e-945e-90f6862c8c7f,35.03,2026-04-20,BATCH-e346f7ea-667a-4962-83f6-db755417a9a2,settled,wallet
SET-a19d5ffd-f48f-411d-990a-24fcd97ce7d6,TXN-3480f551-e8cd-4446-b095-cfed8289becb,46.89,2026-04-20,BATCH-07b74a89-7c3a-45eb-8267-e2d6b518ea70,settled,wallet
SET-f5827b0c-9926-4cff-bb1d-f8ff5de58f4f,TXN-bb72871f-7306-4174-a45b-c7944dd7564a,175.54,2026-04-20,BATCH-6ad51ded-3769-43f3-b316-166f228e9d9a,settled,UPI
SET-39834de4-66c5-479c-94e4-ef5fe9beec84,TXN-924ea0c8-c813-465c-8b73-00bad4f2d50d,11.95,2026-04-20,BATCH-9b42cf47-8032-4811-9dd2-fb4ef6854490,settled,wallet
SET-0622a10b-49ad-4e74-92e1-324781e01de3,TXN-db87c761-c67d-4e06-a9ff-496b136ed77f,43.55,2026-04-20,BATCH-74daa6b0-fe47-4dd4-9f96-0cac533c1809,settled,UPI
SET-c2fd7246-f5ff-4892-ab83-33b169723aa9,TXN-c4fcfd5d-ebe8-4eb5-a8f8-78d01152cddf,87.27,2026-04-20,BATCH-9e8bf3e1-1979-46c5-9d81-b5f75feefe92,settled,credit_card
SET-1d21c5d2-c019-41df-9e7c-c6abaf27ebca,TXN-255fc97b-bde2-4426-8a69-8e0119f7726a,134.69,2026-04-20,BATCH-ed55b8ac-7833-42bb-aa7c-2ff46bf032d5,settled,wallet
SET-05a74c4a-3550-413d-a9ee-63c0e6165692,TXN-6b8d07be-e7eb-4b74-96c2-139565a091f1,45.01,2026-04-20,BATCH-9d9a07b8-0abe-4ed5-915f-7924b3b85e8a,settled,wallet
SET-081520c7-d622-4255-a798-1d021e73809a,TXN-6e28ccde-a295-4693-af12-e42816f80943,125.4,2026-04-20,BATCH-c287bfaf-c5bb-44f8-b807-0e6759cc53ac,settled,UPI
SET-4bb023cb-e912-410e-9433-3eca2d844fde,TXN-df1c7f69-9140-4c26-bb35-81a41fe5c62b,89.81,2026-04-20,BATCH-0f463679-61f4-40dc-9ca3-75077fc6c0e1,settled,credit_card
SET-29745ad3-cd95-4874-b155-8506b520a115,TXN-471ab9ed-9df2-4f9a-9487-575d5fa7181f,2939.75,2026-04-20,BATCH-06c4c761-3c40-4a46-a683-1e41c4bd46cf,settled,UPI
SET-a0b53194-725a-4d47-bab5-b9213772df23,TXN-f84ea43a-1e4e-497f-ada9-2b75566f43d0,36.94,2026-04-20,BATCH-d77813ac-a0a8-45a5-b38d-52496e79eec1,settled,UPI
SET-29714519-b33a-47b8-9998-9221d0204699,TXN-0e6c5d3a-e9c4-449c-a3da-1cf2d1b381ec,2.57,2026-04-20,BATCH-f5f58603-90f7-4b63-9ebb-6c0600dbe93f,settled,credit_card
SET-fc8d0826-9898-430c-8b2b-65b20fe673c4,TXN-8ad4e555-ca43-423f-bd27-529b84bc603d,133.92,2026-04-20,BATCH-6aaefadd-61f7-45a7-b200-72534d422bde,settled,UPI
SET-1e65fbe9-6aff-4217-8a55-7ad9c80e5487,TXN-71eb64ff-ffb8-4480-bda6-3a194ba11525,57.62,2026-04-20,BATCH-c01f7b96-6bd0-42a9-b712-60ee6e507d9c,settled,wallet
SET-9f8c06bd-b5b8-455c-ac17-21e3c5d00404,TXN-7e103bf0-33a0-41e6-8c3a-ea1ee700f7ad,70.63,2026-04-20,BATCH-a9c449e7-0130-4ad3-81c2-298d2d7b00b7,settled,UPI
SET-06b31c29-a0bc-485d-bf46-60c9018c6eaa,TXN-8cbf1546-58ae-4c55-84e6-02a829dcc98a,59.93,2026-04-20,BATCH-e4635e1f-98ba-4c5f-9085-5a3c9105010b,settled,UPI
SET-30b81de1-c69a-4fe3-9010-d823a788b439,TXN-9b61abc9-5e04-4714-bd7e-e9a8647e355c,32.34,2026-04-20,BATCH-2f4ffc4e-6b49-4e50-ad14-cd13eb4d4b4a,settled,credit_card
SET-9b640c14-2273-4973-97b8-4dd6d39901d0,TXN-9997608e-43c2-47d0-ad53-4910f374d030,88.56,2026-04-20,BATCH-2026-04-20,settled,net_banking
SET-ef4e6a15-8d54-4a07-a16e-faca77f5b480,TXN-1f94b526-ee07-4cdf-ab01-8469b3f93dc4,244.02,2026-04-20,BATCH-2026-04-20,settled,net_banking
SET-148ea2c3-b5be-4ae7-801f-ee82e4035b66,TXN-de2146c1-13f9-4446-9a31-9d6a37b37375,74.96,2026-04-20,BATCH-2026-04-20,settled,net_banking
SET-9313d50a-9a94-4c57-87c0-bf7f184db367,TXN-6d363b2e-6361-4381-90fb-7375761d2ecc,433.31,2026-04-20,BATCH-2026-04-20,settled,net_banking
SET-79682d8d-fb72-4602-930d-1a66c5ec519a,TXN-fc853e94-5f97-4603-b095-82b0a350eb03,97.5,2026-04-20,BATCH-9d292417-223a-4ecb-91a9-046edbe6022c,settled,UPI
SET-6d903d39-8013-4bbe-bb6c-063b7cfb82ee,TXN-a3c753f9-1d68-4e2e-a8e8-8321c05a8481,146.88,2026-04-20,BATCH-8cde6111-80fd-4577-bb08-7c7320c8472f,settled,credit_card
SET-0eb89581-194a-407f-bf08-fc0137b2bcf7,TXN-05028ed4-c383-42b4-b144-68e29b6de02f,47.68,2026-04-20,BATCH-2026-04-20,settled,net_banking
SET-b966e2f3-efa0-45d0-b4b6-bcf869390cb1,TXN-574a9db0-05a0-4f9d-9810-30f68b204ca5,44.62,2026-04-20,BATCH-4989f723-b49c-4577-9cb4-5fdffa920df3,settled,UPI
SET-c80dc84c-f602-4104-a4c0-47cb416b5ada,TXN-024d0ded-cef9-416f-8adb-3824824fc42a,79.51,2026-04-20,BATCH-e755254d-9157-44ac-9dce-30a3f18c1c41,settled,credit_card
SET-3ed77c96-7c19-47b8-bee4-107a634eaaf4,TXN-0f0deffd-e09b-45ee-bf7a-28e108373493,144.77,2026-04-20,BATCH-49ab4354-bf13-4f4f-8f33-d1adbcec14f4,settled,credit_card
SET-614ea525-d990-45ea-aa8a-c56e268a6a88,TXN-fe5f2fd3-de94-4e0c-ab9e-771cfce96da6,54.17,2026-04-20,BATCH-64a6e7e7-a27e-44c2-b714-bab807a28a6c,settled,credit_card
SET-56b903e5-d787-40f4-8d9b-c442c2e65f42,TXN-de8292a7-95fe-47fd-9c76-23b493bda75b,78.07,2026-04-20,BATCH-2026-04-20,settled,net_banking
SET-39e4861f-b51e-4e3a-897b-5e14100755bf,TXN-0a852978-6e3f-4dd7-94c7-ecdd9794d2e1,158.44,2026-04-20,BATCH-2026-04-20,settled,net_banking
SET-72b5e067-cc0e-4c76-98f0-32f932e89e1b,TXN-d0747e57-f314-417d-8925-4948fc0291ef,105.34,2026-04-20,BATCH-c8b5aad5-6642-456c-ba38-e3e4c76b8452,settled,credit_card
SET-6d00701a-4877-4fb9-8903-b0f754611e33,TXN-593ae378-00b6-4c19-a2df-127c7481a940,57.07,2026-04-20,BATCH-7454240a-ea5e-4cb0-b767-e5181051fcc7,settled,wallet
SET-967d3313-2b48-423c-97ed-c2e51223696e,TXN-559a96ee-f3e1-4981-8cd4-1ead46042423,5.76,2026-04-20,BATCH-35a26156-7072-485d-932b-f6d3d6b2b75f,settled,UPI
SET-5d851130-0bbd-43aa-8215-64cc661b02bb,TXN-5f39ca5c-f57d-43c7-96c0-164c7c16097f,99.56,2026-04-20,BATCH-adf3ef38-8c70-4665-ba73-0e7603dd6818,settled,credit_card
SET-8459b4ad-3580-42ef-9fc2-e1bdd944ec9d,TXN-66f13db5-0896-4bd8-81d1-016dd8d0a09d,56.94,2026-04-20,BATCH-ca40bbb2-ef56-4fc3-9f73-2b0c78662db2,settled,UPI
SET-8ecdb2f6-25f8-4bed-ad47-201a62313096,TXN-34db8402-a411-4f01-964c-201255b8df42,68.12,2026-04-20,BATCH-54e7b31a-f41b-4d68-a1a6-dc492047c610,settled,credit_card
SET-c50e9065-afc4-4ce4-b9e2-44c1514fbb7c,TXN-7fc84f72-220d-473e-84b0-f6befa3d4eb7,988.39,2026-04-20,BATCH-179e1f48-7def-47ee-992a-616a77429d0a,settled,wallet
SET-58044dbd-2ccf-4c19-84b2-49074cf28ed6,TXN-96984aae-2aa8-4fae-b981-8613b8b8849c,282.16,2026-04-20,BATCH-3741ff17-0ae6-41ed-bb78-e57e99c1a34c,settled,UPI
SET-db60370f-5d97-41f4-82f9-a8e080b91060,TXN-9a8fd718-b71f-431f-a8fc-37e9afbb831c,194.8,2026-04-20,BATCH-724a7954-2cb7-41cf-a94c-32d9fedae6cf,settled,credit_card
SET-6a6e3e21-c90d-4531-97c4-37d45dec6bd9,TXN-88face99-dc4c-4122-be60-4f889024cb9a,30.76,2026-04-20,BATCH-3c27b18e-a668-48e0-afe5-c467af2ae50b,settled,UPI
SET-b7a63cf7-3f47-41f5-8d78-e94c9818acd1,TXN-aa640322-b570-4d0f-a126-ed7decf70f60,615.32,2026-04-20,BATCH-bd0c7e54-c13f-49fa-9090-4ac4d5b61c4c,settled,credit_card
SET-4b5f864f-680f-41e7-af38-96b7cd74290e,TXN-3b7976e4-b53e-4698-80e3-ea8bec92e6ce,193.31,2026-04-20,BATCH-887dedc7-0416-42e4-a050-b661ab170861,settled,UPI
SET-4ce72ba5-9e73-4d18-bae6-11b9613033ae,TXN-0ec8104a-6293-4db7-af21-38f17103ff12,826.66,2026-04-20,BATCH-182a0995-bfd5-4c17-83c1-fb35f5538cae,settled,credit_card
SET-353d9216-2f9a-42f0-895a-7992a315a9c6,TXN-25dc810f-36fe-4398-9bea-dddaae2e0d6e,33.4,2026-04-20,BATCH-18d81990-dc68-4cff-a53a-9ead3d0faee1,settled,credit_card
SET-1dadd3d5-95b4-4302-90fc-3a6edf163a00,TXN-1cb0dba5-9ad0-4ac9-b198-b1d3acf45350,22.92,2026-04-20,BATCH-2bca88f2-f51d-4a29-ba49-c89f7cc61e89,settled,credit_card
SET-d4bc29c0-1ccb-4dc7-b99f-4bd502e01c49,TXN-e1ac563e-670e-4602-8af4-05029a924998,78.51,2026-04-20,BATCH-87d96c63-05db-4785-989a-09ba55564bf0,settled,UPI
SET-2e812905-bbed-46ef-900b-c4715bdbf4d9,TXN-fa0ebbc6-8252-490d-b45c-3e30a0bc1908,33.94,2026-04-20,BATCH-f061363b-161b-4895-b975-f956412f27c8,settled,credit_card
SET-d295039d-2639-4102-ba76-7974f09e0b27,TXN-b3e58195-ad27-40b9-bab5-f1bba38efeac,194.95,2026-04-21,BATCH-428c91ca-ff93-4808-840b-749f3ac541f9,settled,UPI
SET-89cff510-f1ec-4ef6-8d78-299c745fef7c,TXN-7e5407aa-0c86-4909-b579-8ec4736f40e9,90.03,2026-04-21,BATCH-831b75b8-0531-4325-ada1-f869b2693bd3,settled,UPI
SET-ab016782-6e53-4b44-8665-ab19e0ed6a77,TXN-e489260f-c6f8-400c-870b-b4e15f46ccf0,112.44,2026-04-21,BATCH-5b73d725-7036-46e5-9821-d69472ac6996,settled,UPI
SET-c60db8a8-1678-49db-a80d-ceaced8bed59,TXN-1ef62d09-8b04-4324-936d-17c7d56cf3ad,102.46,2026-04-21,BATCH-1b0b6edf-8a33-47c3-ab01-20a395ea799f,settled,credit_card
SET-8a54e1c2-6d6c-479f-95e5-8becfe27cb98,TXN-cb51bd59-a4fe-4b6c-b795-96eeb1241206,14.94,2026-04-21,BATCH-2026-04-21,settled,net_banking
SET-148edb46-d19c-4cc5-9ea8-f113e125a2fe,TXN-c1ff0c21-b4c2-41da-a0b1-06dff8bae518,112.79,2026-04-21,BATCH-660661b0-a7e5-406e-8780-3fbf9513a7fa,settled,credit_card
SET-023185cc-7ce1-499f-8142-c87536949268,TXN-7f8cc2a3-85ce-4afc-ae96-478227e2e265,193.44,2026-04-21,BATCH-2e81940a-ef1d-4f68-aaaf-367a3a2ec873,settled,UPI
SET-881afd7b-24b9-4272-8bf3-3c8167d579d0,TXN-ac1f0acd-13ca-4f67-8534-52db20c84ebc,78.91,2026-04-21,BATCH-2026-04-21,settled,net_banking
SET-bca38ba8-595d-4383-b34b-c80305276ec8,TXN-73a54928-0297-449c-b524-1fa2105466aa,97.09,2026-04-21,BATCH-ad94fc01-d378-406f-8dc5-6c5ca131e79b,settled,UPI
SET-812b1d17-7a9f-46ca-bc3b-50780d41355d,TXN-ba9a881b-85f5-47e5-81af-8ae8cca4cb3c,38.91,2026-04-21,BATCH-a9de5741-f861-413c-8b6a-bb6d8d904356,settled,wallet
SET-f9daea64-a9fc-4804-9a3b-3ee1ab772cd1,TXN-a4bc2091-cbe6-4064-8408-4284593ff705,11.63,2026-04-21,BATCH-c55e343e-88d8-4c42-b6d9-ccaa7b48c828,settled,wallet
SET-eaf64fc7-7972-442d-81be-450fb076ff23,TXN-0b74c0ea-ecbb-4348-b35e-a6bfaf20e39f,114.13,2026-04-21,BATCH-1f64ae2d-d551-476d-b497-16055d3296b7,settled,UPI
SET-8e69957c-acd0-418e-beee-13ca489c448b,TXN-c31ade55-2097-44ec-8543-48bcbff261eb,5.83,2026-04-21,BATCH-b7b33314-4df3-4805-a164-2096535212fc,settled,UPI
SET-ee1e72c3-ed8a-400f-b804-e8a073de1917,TXN-08b7e5c9-5635-44f7-a3f9-2a6d129e41d0,34.2,2026-04-21,BATCH-435181e3-c009-4ced-8ab6-c79a085991f6,settled,UPI
SET-7d39245f-5036-46a8-a295-5aa195c71cd8,TXN-1c305793-fa30-45eb-80b9-abcf6c8618b6,195.78,2026-04-21,BATCH-fefce479-1877-478a-970a-708c12400008,settled,credit_card
SET-cb61aeee-805c-42cd-b4c4-c0b6816c1b95,TXN-191f2721-52e3-474e-b94d-e5b203a96ba9,30.46,2026-04-21,BATCH-9f41a37b-efbe-496f-9547-86b59030fd1a,settled,UPI
SET-1c2b8f88-031c-445a-a3af-cf4fc55381bd,TXN-dec2b1e2-a9a1-4d7a-9e8e-b65b1c7c63f6,63.06,2026-04-21,BATCH-bc0f94b5-6bb5-4680-9c46-a1c81355b927,settled,UPI
SET-88d9881f-1b1d-4d03-9769-5b754adcf6ba,TXN-3033f267-2272-40b5-86aa-5350c3f84956,88.22,2026-04-21,BATCH-8e6a57a5-1c75-4d3a-9bc0-0ebf6d1849ae,settled,UPI
SET-fad0509f-c6be-4917-af72-2eed56f25ac4,TXN-aadf0ddd-d0b8-4671-8619-05ac3715219a,97.62,2026-04-21,BATCH-15bca94f-267b-49be-8122-f43e98207065,settled,UPI
SET-b6cc542f-9780-46b9-8092-a1ed1198622d,TXN-6b097903-c9ed-496b-8d0f-8b88d3eee343,36.77,2026-04-21,BATCH-a2aedaac-67d6-4c74-b4ce-0c2dd23cd792,settled,UPI
SET-7940434a-7822-4764-9761-e582f8fd4046,TXN-34a12ac0-cb66-40d1-82a9-a16a91876381,136.8,2026-04-21,BATCH-2026-04-21,settled,net_banking
SET-92c0a426-8c47-4299-99dd-facf8dbb5ab7,TXN-f6394451-c5e3-4ad2-97dc-82eec0b404a4,152.56,2026-04-21,BATCH-27ec69b5-9bc9-4dea-a92a-55c31fd2f148,settled,wallet
SET-23516575-26c3-44c2-bc50-4e754307b7b3,TXN-b7420243-b2ab-4bb6-950d-96dab7810141,2032.88,2026-04-21,BATCH-51c40904-1d9c-4983-8c61-129598ad5512,settled,credit_card
SET-aefcb3d2-e061-4b2c-8531-794811a51611,TXN-a6567259-3779-4d13-8092-2dff107186c4,30.98,2026-04-21,BATCH-a4ccff62-e936-487d-811f-80621e34e45c,settled,credit_card
SET-0d2d02bc-4c5e-4cd2-878f-dc47eb192c2d,TXN-cd8e0dbf-3653-44f8-a193-70ca4e6df5d2,170.51,2026-04-21,BATCH-add064b5-4e68-4144-9aa8-871aebd8bdbd,settled,credit_card
SET-920c96fe-39a6-4da8-b3ec-fb4c07b94e00,TXN-df41ba5f-634a-4548-9c09-82315a20d0db,80.48,2026-04-21,BATCH-f8c8c52b-0791-4bce-a695-d2b3aec213f2,settled,credit_card
SET-ca23557f-77f2-4e13-b8f4-5f672bb19f10,TXN-dff5fd46-0c40-4088-b80c-b50ee983b49d,35.92,2026-04-21,BATCH-cbbf4826-e949-4570-b47a-7d334edc5b78,settled,credit_card
SET-d28cee17-3766-4f38-8d14-df43ba3da51b,TXN-43822160-bd12-472c-bdc7-51c4c050668a,26.36,2026-04-21,BATCH-7872861f-303a-451b-99cc-9cbc601739fe,settled,credit_card
SET-18d92715-fa7a-4301-a8e5-7c9bd034aac6,TXN-01ea5975-7913-41d1-8690-7bcedc487c43,13.36,2026-04-21,BATCH-2026-04-21,settled,net_banking
SET-2d98051a-8e1a-4da2-9d14-a3528306e006,TXN-29656f52-6f0f-4cbd-82c7-1962e49c297b,1052.06,2026-04-21,BATCH-5b64cbf9-dac4-43f3-b071-ac44b652b8b3,settled,credit_card
SET-0e8c6c9f-253e-4260-b916-f48d63209a87,TXN-3b96d81e-6245-4738-a21b-fb52105165da,121.93,2026-04-21,BATCH-2026-04-21,settled,net_banking
SET-ac0d9f57-5b8f-4aaf-a96a-0f92548e9f8d,TXN-cd772cf1-f34d-49b0-adf6-e6c707bf32e4,188.7,2026-04-21,BATCH-2026-04-21,settled,net_banking
SET-d89f9dc7-2c2e-4739-946e-6c29fb83f93a,TXN-d24a2e29-f5a9-424b-ac37-abb07cd51f02,230.17,2026-04-21,BATCH-2026-04-21,settled,net_banking
SET-9c6b3402-70f2-4bd2-9a6e-5fbade2632c9,TXN-c7090a4e-1f45-42f2-838e-13df2c18117f,25.27,2026-04-21,BATCH-2462243e-5b46-4474-b267-37c23d6fd169,settled,UPI
SET-7235f98e-e05e-4948-9611-168de06554c4,TXN-28e315e0-ebb0-4acb-b09c-14cb8115e500,142.89,2026-04-21,BATCH-6f2318b3-9ed7-4f74-8763-d57ab6453ef1,settled,credit_card
SET-fad0a605-36cd-4efa-b241-a019eed9e260,TXN-46170d9c-467e-4f9e-8ef8-7535c80ba3b6,48.33,2026-04-21,BATCH-ff7cacce-0e76-420e-a738-45f352e63c20,settled,UPI
SET-31161f2c-d140-4edf-8080-21c0a6de3eba,TXN-ec8e6633-5d3b-4d20-8965-649f61fac666,238.68,2026-04-21,BATCH-273548b8-a535-4aa6-9619-c0b1186c31e3,settled,credit_card
